,Sample_ID,Average_Alignment_start,Average_Alignment_end,Median_Alignment_start,Median_Alignment_end,Min_Alignment_start,Max_Alignment_end,Coverage_based_HV_region_start,Coverage_based_HV_region_end,Predicted_HV_region_start,Predicted_HV_region_end,Coverage_HV_region_start,Coverage_HV_region_end,Warnings,Cov_V1,Cov_V2,Cov_V3,Cov_V4,Cov_V5,Cov_V6,Cov_V7,Cov_V8,Cov_V9,Threshold,Correct_Assignment_start,Correct_Assignment_end,Platform_2
133,SRR10246713,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.5,0,0,0,0.08,1,1,0.05,0,0,0.5,TRUE,FALSE,Illumina
134,SRR10246714,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
135,SRR10246715,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
136,SRR10246716,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
137,SRR10246717,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
138,SRR10246718,341,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
139,SRR10246719,343,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.5,FALSE,TRUE,Illumina
140,SRR10246720,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
141,SRR10246721,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
142,SRR10246722,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
143,SRR10246724,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.5,0,0,0,0.08,1,1,0.05,0,0,0.5,TRUE,FALSE,Illumina
144,SRR10246725,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
145,SRR10246726,513,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
146,SRR10246727,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
147,SRR10246728,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
148,SRR10246729,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
149,SRR10246730,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
150,SRR10246731,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
151,SRR10246732,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
152,SRR10246733,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
153,SRR10246734,513,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
154,SRR10246735,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.5,0,0,0,0.08,1,1,0.05,0,0,0.5,TRUE,FALSE,Illumina
155,SRR10246736,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
156,SRR10246737,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
157,SRR10246738,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
158,SRR10246739,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
159,SRR10246740,513,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
160,SRR10246741,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
161,SRR10246742,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
162,SRR10246743,513,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
163,SRR10246744,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
164,SRR10246745,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
165,SRR10246746,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.5,0,0,0,0.08,1,1,0.05,0,0,0.5,TRUE,FALSE,Illumina
166,SRR10246747,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
167,SRR10246748,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
168,SRR10246749,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
169,SRR10246750,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
170,SRR10246751,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
171,SRR10246752,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
172,SRR10246753,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
173,SRR10246754,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
174,SRR10246755,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
175,SRR10246756,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
176,SRR10246757,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.5,0,0,0,0.08,1,1,0.05,0,0,0.5,TRUE,FALSE,Illumina
177,SRR10246758,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
178,SRR10246759,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
179,SRR10246760,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
180,SRR10246761,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
181,SRR10246762,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
182,SRR10246763,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
183,SRR10246764,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
184,SRR10246765,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
185,SRR10246766,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
186,SRR10246767,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.5,TRUE,TRUE,Illumina
187,SRR10246768,783,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.5,0,0,0,0.08,1,1,0.05,0,0,0.5,TRUE,FALSE,Illumina
188,SRR10246769,783,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.5,0,0,0,0.08,1,1,0.05,0,0,0.5,TRUE,FALSE,Illumina
189,SRR10246770,783,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.5,0,0,0,0.08,1,1,0.05,0,0,0.5,TRUE,FALSE,Illumina
190,SRR10246579,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
191,SRR10246580,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
192,SRR10246582,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.6,TRUE,TRUE,Illumina
193,SRR10246583,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
194,SRR10246584,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
195,SRR10246585,777,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
196,SRR10246586,778,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
197,SRR10246587,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
198,SRR10246588,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
199,SRR10246589,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
200,SRR10246590,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
201,SRR10246591,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
202,SRR10246592,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
203,SRR10246593,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
204,SRR10246594,779,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
205,SRR10246595,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
206,SRR10246596,776,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
207,SRR10246597,776,1189,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
208,SRR10246598,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
209,SRR10246599,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
210,SRR10246600,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
211,SRR10246601,777,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
212,SRR10246602,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
213,SRR10246603,777,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
214,SRR10246604,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
215,SRR10246605,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
216,SRR10246606,779,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
217,SRR10246607,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
218,SRR10246608,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
219,SRR10246609,777,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
220,SRR10246610,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
221,SRR10246611,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
222,SRR10246612,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
223,SRR10246613,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
224,SRR10246614,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
225,SRR10246615,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
226,SRR10246616,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
227,SRR10246617,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
228,SRR10246618,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
229,SRR10246619,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
230,SRR10246620,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
231,SRR10246621,778,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
232,SRR10246622,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
233,SRR10246624,777,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
234,SRR10246625,777,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
235,SRR10246626,777,1192,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
236,SRR10246627,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
237,SRR10246628,778,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
238,SRR10246629,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
239,SRR10246630,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
240,SRR10246631,778,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
241,SRR10246632,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
242,SRR10246633,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
243,SRR10246634,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
244,SRR10246635,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.6,0,0,0,0.1,1,1,1,0.06,0,0.6,TRUE,FALSE,Illumina
245,SRR10246636,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
246,SRR10246637,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
247,SRR10246638,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
248,SRR10246639,783,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
249,SRR10246640,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
250,SRR10246641,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
251,SRR10246642,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
252,SRR10246643,783,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
253,SRR10246644,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
254,SRR10246645,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
255,SRR10246646,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
256,SRR10246647,784,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
257,SRR10246648,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
258,SRR10246649,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
259,SRR10246650,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
260,SRR10246651,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
261,SRR10246652,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
262,SRR10246653,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
263,SRR10246654,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
264,SRR10246655,783,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
265,SRR10246656,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
266,SRR10246657,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
267,SRR10246658,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
268,SRR10246659,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
269,SRR10246660,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
270,SRR10246661,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
271,SRR10246662,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
272,SRR10246663,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
273,SRR10246664,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
274,SRR10246665,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
275,SRR10246666,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.6,0,0,0,0.08,1,1,0.05,0,0,0.6,TRUE,FALSE,Illumina
276,SRR10246667,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.6,FALSE,TRUE,Illumina
