,Sample_ID,Average_Alignment_start,Average_Alignment_end,Median_Alignment_start,Median_Alignment_end,Min_Alignment_start,Max_Alignment_end,Coverage_based_HV_region_start,Coverage_based_HV_region_end,Predicted_HV_region_start,Predicted_HV_region_end,Coverage_HV_region_start,Coverage_HV_region_end,Warnings,Cov_V1,Cov_V2,Cov_V3,Cov_V4,Cov_V5,Cov_V6,Cov_V7,Cov_V8,Cov_V9,Threshold,Correct_Assignment_start,Correct_Assignment_end,Platform_2
427,SRR10246629,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
428,SRR10246630,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
429,SRR10246631,778,1191,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
430,SRR10246632,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
431,SRR10246633,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
432,SRR10246634,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
433,SRR10246635,777,1193,779,1192,0,1540,V5,V7,V4,V8,0.1,0.06,V4 and V8 below threshold of 0.7,0,0,0,0.1,1,1,1,0.06,0,0.7,TRUE,FALSE,Illumina
434,SRR10246636,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
435,SRR10246637,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
436,SRR10246638,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
437,SRR10246639,783,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
438,SRR10246640,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
439,SRR10246641,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
440,SRR10246642,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
441,SRR10246643,783,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
442,SRR10246644,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
443,SRR10246645,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
444,SRR10246646,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
445,SRR10246647,784,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
446,SRR10246648,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
447,SRR10246649,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
448,SRR10246650,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
449,SRR10246651,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
450,SRR10246652,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
451,SRR10246653,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
452,SRR10246654,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
453,SRR10246655,783,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
454,SRR10246656,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
455,SRR10246657,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
456,SRR10246658,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
457,SRR10246659,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
458,SRR10246660,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
459,SRR10246661,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
460,SRR10246662,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
461,SRR10246663,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
462,SRR10246664,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
463,SRR10246665,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
464,SRR10246666,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
465,SRR10246667,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
466,SRR10246668,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
467,SRR10246669,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
468,SRR10246670,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
469,SRR10246671,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
470,SRR10246672,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
471,SRR10246673,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
472,SRR10246674,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
473,SRR10246675,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
474,SRR10246676,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
475,SRR10246677,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
476,SRR10246678,464,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
477,SRR10246679,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
478,SRR10246680,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
479,SRR10246681,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
480,SRR10246682,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
481,SRR10246683,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
482,SRR10246684,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
483,SRR10246685,342,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
484,SRR10246686,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
485,SRR10246687,343,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
486,SRR10246688,338,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
487,SRR10246689,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
488,SRR10246690,342,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
489,SRR10246691,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
490,SRR10246692,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
491,SRR10246693,342,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
492,SRR10246694,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
493,SRR10246695,346,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
494,SRR10246696,343,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
495,SRR10246697,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
496,SRR10246698,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
497,SRR10246699,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
498,SRR10246700,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
499,SRR10246701,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
500,SRR10246702,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
501,SRR10246703,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
502,SRR10246704,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
503,SRR10246705,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
504,SRR10246706,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
505,SRR10246707,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
506,SRR10246708,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
507,SRR10246709,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
508,SRR10246710,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
509,SRR10246711,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
510,SRR10246712,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
511,SRR10246713,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
512,SRR10246714,340,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
513,SRR10246715,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
514,SRR10246716,341,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
515,SRR10246717,339,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
516,SRR10246718,341,805,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
517,SRR10246719,343,804,339,803,0,1540,V3,V4,V3,V4,0.78,0.98,NA,0,0,0.78,0.98,0,0,0,0,0,0.7,FALSE,TRUE,Illumina
518,SRR10246720,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
519,SRR10246721,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
520,SRR10246722,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
521,SRR10246724,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
522,SRR10246725,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
523,SRR10246726,513,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
524,SRR10246727,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
525,SRR10246728,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
526,SRR10246729,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
527,SRR10246730,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
528,SRR10246731,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
529,SRR10246732,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
530,SRR10246733,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
531,SRR10246734,513,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
532,SRR10246735,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
533,SRR10246736,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
534,SRR10246737,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
535,SRR10246738,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
536,SRR10246739,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
537,SRR10246740,513,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
538,SRR10246741,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
539,SRR10246742,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
540,SRR10246743,513,806,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
541,SRR10246744,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
542,SRR10246745,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
543,SRR10246746,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
544,SRR10246747,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
545,SRR10246748,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
546,SRR10246749,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
547,SRR10246750,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
548,SRR10246751,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
549,SRR10246752,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
550,SRR10246753,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
551,SRR10246754,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
552,SRR10246755,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
553,SRR10246756,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
554,SRR10246757,784,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
555,SRR10246758,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
556,SRR10246759,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
557,SRR10246760,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
558,SRR10246761,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
559,SRR10246762,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
560,SRR10246763,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
561,SRR10246764,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
562,SRR10246765,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
563,SRR10246766,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
564,SRR10246767,512,805,513,804,0,1540,V4,V4,V4,V4,0.88,0.88,NA,0,0,0,0.88,0,0,0,0,0,0.7,TRUE,TRUE,Illumina
565,SRR10246768,783,1071,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
566,SRR10246769,783,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
567,SRR10246770,783,1072,785,1071,0,1540,V5,V6,V4,V7,0.08,0.05,V4 and V7 below threshold of 0.7,0,0,0,0.08,1,1,0.05,0,0,0.7,TRUE,FALSE,Illumina
